,accuracy,formatted_address,google_place_id,input_string,latitude,longitude,number_of_results,postcode,status,type,lnglat
2116,ROOFTOP,"1762 Bergen St, Brooklyn, NY 11233, USA",ChIJzTi50WRcwokR1J8pgpf5Yq4,1762  BERGEN STREET 1 BROOKLYN NY 11233,40.6744654,-73.9237314,2,11233,OK,premise,"[-73.9237314, 40.6744654]"
2117,ROOFTOP,"541 Kingsboro 5th Walk #5E, Brooklyn, NY 11233, USA",EjM1RSwgNTQxIEtpbmdzYm9ybyA1dGggV2FsaywgQnJvb2tseW4sIE5ZIDExMjMzLCBVU0EiHhocChYKFAoSCYHi0idlXMKJEb0_3btcdaauEgI1RQ,541  KINGSBOROUGH    5 WALK 5E BROOKLYN NY 11233,40.6751053,-73.9234558,1,11233,OK,subpremise,"[-73.9234558, 40.6751053]"
2118,ROOFTOP,"454 Kingsborough 4th Walk #5F, Brooklyn, NY 11233, USA",EjY1RiwgNDU0IEtpbmdzYm9yb3VnaCA0dGggV2FsaywgQnJvb2tseW4sIE5ZIDExMjMzLCBVU0EiHhocChYKFAoSCT-lXiZ7XMKJEYN-IzUy-Q7AEgI1Rg,454  KINGSBOROUGH    4 WALK 5F Brooklyn NY 11233,40.6755082,-73.9253671,1,11233,OK,subpremise,"[-73.9253671, 40.6755082]"
2119,ROOFTOP,"1351 St Marks Ave, Brooklyn, NY 11233, USA",ChIJuRHmyGRcwokRV1VS0wS9c4w,1351 SAINT MARKS AVENUE BROOKLYN NY 11233,40.6739693,-73.9236396,1,11233,OK,premise,"[-73.9236396, 40.6739693]"
2120,ROOFTOP,"1750 Bergen St, Brooklyn, NY 11233, USA",ChIJu2Y1LXtcwokRWpJQ3EcD0lw,"1750  BERGEN STREET 2 Brooklyn, NY 11233",40.6745374,-73.9242366,2,11233,OK,premise,"[-73.9242366, 40.6745374]"
2121,ROOFTOP,"1367 St Marks Ave #4B, Brooklyn, NY 11233, USA",Ei40QiwgMTM2NyBTdCBNYXJrcyBBdmUsIEJyb29rbHluLCBOWSAxMTIzMywgVVNBIh4aHAoWChQKEgl3TQfEZFzCiRFu6s7SZ-p6jhICNEI,1367 ST MARKS AVENUE 4B Brooklyn NY 11233,40.674003,-73.923126,1,11233,OK,subpremise,"[-73.923126, 40.674003]"
2122,ROOFTOP,"447 Kingsborough 4th Walk #13G, Brooklyn, NY 11233, USA",EjcxM0csIDQ0NyBLaW5nc2Jvcm91Z2ggNHRoIFdhbGssIEJyb29rbHluLCBOWSAxMTIzMywgVVNBIh8aHQoWChQKEgnxAIvVelzCiRFfUjzqW72AsRIDMTNH,447 KINGSBOROUGH 4TH WALK 13G BROOKLYN 11233,40.6750873,-73.9246385,1,11233,OK,subpremise,"[-73.9246385, 40.6750873]"
2123,ROOFTOP,"1379 St Marks Ave, Brooklyn, NY 11233, USA",ChIJrT0u6mRcwokR4TpnJsnrpwc,1379 SAINT MARKS AVENUE BROOKLYN NY 11233,40.6738866,-73.9226521,1,11233,OK,premise,"[-73.9226521, 40.6738866]"
2124,ROOFTOP,"529 Kingsboro 5th Walk #5F, Brooklyn, NY 11233, USA",EjM1RiwgNTI5IEtpbmdzYm9ybyA1dGggV2FsaywgQnJvb2tseW4sIE5ZIDExMjMzLCBVU0EiHhocChYKFAoSCV8rmSVlXMKJEXKGaTugmrCDEgI1Rg,529 KINGSBOROUGH 5 WALK 5F BROOKLYN NY 11233,40.6753952,-73.9234113,1,11233,OK,subpremise,"[-73.9234113, 40.6753952]"
2125,ROOFTOP,"1744 Bergen St, Brooklyn, NY 11233, USA",ChIJA2RyLXtcwokRw9y5CBoZTbE,1744 BERGEN STREET 2 BROOKLYN NY 11233,40.6745344,-73.9243514,2,11233,OK,premise,"[-73.9243513999999, 40.6745344]"
2126,ROOFTOP,"1367 St Marks Ave #4C, Brooklyn, NY 11233, USA",Ei40QywgMTM2NyBTdCBNYXJrcyBBdmUsIEJyb29rbHluLCBOWSAxMTIzMywgVVNBIh4aHAoWChQKEgl3TQfEZFzCiRFu6s7SZ-p6jhICNEM,1367  ST MARKS AVENUE 4 C Brooklyn NY 11233,40.674003,-73.923126,1,11233,OK,subpremise,"[-73.923126, 40.674003]"
2127,ROOFTOP,"408 Kingsborough 4th Walk #6C, Brooklyn, NY 11233, USA",EjY2QywgNDA4IEtpbmdzYm9yb3VnaCA0dGggV2FsaywgQnJvb2tseW4sIE5ZIDExMjMzLCBVU0EiHhocChYKFAoSCTXIvcV6XMKJEdoS7GinRggfEgI2Qw,408 KINGSBOROUGH 4 WALK 6C BROOKLYN NY 11233,40.6760123,-73.9250611,1,11233,OK,subpremise,"[-73.9250611, 40.6760123]"
2128,ROOFTOP,"1377 St Marks Ave, Brooklyn, NY 11233, USA",ChIJ1-8OwmRcwokR1zql5lUTL1g,1377 ST MARKS AVENUE Brooklyn NY 11233,40.673986,-73.922787,1,11233,OK,street_address,"[-73.922787, 40.673986]"
2129,ROOFTOP,"408 Kingsborough 4th Walk #4A, Brooklyn, NY 11233, USA",EjY0QSwgNDA4IEtpbmdzYm9yb3VnaCA0dGggV2FsaywgQnJvb2tseW4sIE5ZIDExMjMzLCBVU0EiHhocChYKFAoSCTXIvcV6XMKJEdoS7GinRggfEgI0QQ,408  KINGSBOROUGH    4 WALK 4A BROOKLYN NY 11233,40.6760123,-73.9250611,1,11233,OK,subpremise,"[-73.9250611, 40.6760123]"
2130,ROOFTOP,"454 Kingsborough 4th Walk #4E, Brooklyn, NY 11233, USA",EjY0RSwgNDU0IEtpbmdzYm9yb3VnaCA0dGggV2FsaywgQnJvb2tseW4sIE5ZIDExMjMzLCBVU0EiHhocChYKFAoSCT-lXiZ7XMKJEYN-IzUy-Q7AEgI0RQ,454  KINGSBOROUGH    4 WALK 4E Brooklyn NY 11233,40.6755082,-73.9253671,1,11233,OK,subpremise,"[-73.9253671, 40.6755082]"
2131,ROOFTOP,"1361 St Marks Ave #2F, Brooklyn, NY 11233, USA",Ei4yRiwgMTM2MSBTdCBNYXJrcyBBdmUsIEJyb29rbHluLCBOWSAxMTIzMywgVVNBIh4aHAoWChQKEgkLgIrGZFzCiRFcwlb8YkqmSRICMkY,1361 SAINT MARKS AVENUE 2F Brooklyn NY 11233,40.6739396,-73.9232951,1,11233,OK,subpremise,"[-73.9232950999999, 40.6739396]"
2132,ROOFTOP,"444 Ralph Ave #4R, Brooklyn, NY 11233, USA",Eio0UiwgNDQ0IFJhbHBoIEF2ZSwgQnJvb2tseW4sIE5ZIDExMjMzLCBVU0EiHhocChYKFAoSCUvZoe5kXMKJERdLZPHYJshhEgI0Ug,444  RALPH AVENUE 4R Brooklyn NY 11233,40.6738809,-73.9222732,1,11233,OK,subpremise,"[-73.9222731999999, 40.6738809]"
2133,ROOFTOP,"1361 St Marks Ave, Brooklyn, NY 11233, USA",ChIJC4CKxmRcwokRXMJW_GJKpkk,1361 SAINT MARKS AVENUE 2 Brooklyn NY 11233,40.6739396,-73.9232951,1,11233,OK,premise,"[-73.9232950999999, 40.6739396]"
2134,ROOFTOP,"1377A St Marks Ave #1R, Brooklyn, NY 11233, USA",Ei8xUiwgMTM3N0EgU3QgTWFya3MgQXZlLCBCcm9va2x5biwgTlkgMTEyMzMsIFVTQSIeGhwKFgoUChIJseAa6mRcwokRcbcENIlH9FQSAjFS,1377A SAINT MARKS AVENUE 1R Brooklyn NY 11233,40.6738931,-73.922698,1,11233,OK,subpremise,"[-73.922698, 40.6738931]"
2135,ROOFTOP,"1774 Bergen St, Brooklyn, NY 11233, USA",ChIJh20C22RcwokRqi8RZpQCPnI,1774 BERGEN STREET 1 BROOKLYN NY 11233,40.6744499,-73.9232836,2,11233,OK,premise,"[-73.9232835999999, 40.6744499]"
2136,ROOFTOP,"454 Kingsborough 4th Walk #3A, Brooklyn, NY 11233, USA",EjYzQSwgNDU0IEtpbmdzYm9yb3VnaCA0dGggV2FsaywgQnJvb2tseW4sIE5ZIDExMjMzLCBVU0EiHhocChYKFAoSCT-lXiZ7XMKJEYN-IzUy-Q7AEgIzQQ,454 KINGSBOROUGH    4 WALK 3A BROOKLYN 11233,40.6755082,-73.9253671,1,11233,OK,subpremise,"[-73.9253671, 40.6755082]"
2137,ROOFTOP,"454 Kingsborough 4th Walk, Brooklyn, NY 11233, USA",ChIJP6VeJntcwokRg34jNTL5DsA,454 KINGSBOROUGH 4 WALK BROOKLYN 11233,40.6755082,-73.9253671,1,11233,OK,street_address,"[-73.9253671, 40.6755082]"
2138,ROOFTOP,"447 Kingsborough 4th Walk, Brooklyn, NY 11233, USA",ChIJ8QCL1XpcwokRX1I86lu9gLE,447 KINGBOROUGH 4 WALK BKLYN NY 11233,40.6750873,-73.9246385,1,11233,OK,premise,"[-73.9246385, 40.6750873]"
2139,ROOFTOP,"154 Kingsborough 1st Walk, Brooklyn, NY 11233, USA",ChIJU7ZG0HpcwokRYyV1eE2EACo,541 KINGSBOROUGH 5 WALK APT. 6C BROOKLYN 11233,40.6751376,-73.927403,1,11233,OK,"establishment,local_government_office,point_of_interest","[-73.927403, 40.6751376]"
2140,ROOFTOP,"1888 Pacific St #3R, Brooklyn, NY 11233, USA",EiwzUiwgMTg4OCBQYWNpZmljIFN0LCBCcm9va2x5biwgTlkgMTEyMzMsIFVTQSIeGhwKFgoUChIJI6W5NGVcwokRVc-WwnHUQIkSAjNS,1888 PACIFIC STREET 3R BROOKLYN NY 11233,40.6760425,-73.9241562,1,11233,OK,subpremise,"[-73.9241562, 40.6760425]"
2141,ROOFTOP,"447 Kingsborough 4th Walk, Brooklyn, NY 11233, USA",ChIJ8QCL1XpcwokRX1I86lu9gLE,447 KINGSBOROUGH 4 WALK 24-E 11233,40.6750873,-73.9246385,1,11233,OK,premise,"[-73.9246385, 40.6750873]"
2142,ROOFTOP,"1303 Dean St #1A, Brooklyn, NY 11216, USA",EikxQSwgMTMwMyBEZWFuIFN0LCBCcm9va2x5biwgTlkgMTEyMTYsIFVTQSIeGhwKFgoUChIJ7xMOk4RbwokRnMl_-EKjGosSAjFB,1303 DEAN STREET 1A Brooklyn NY 11216,40.6767795,-73.9457826,1,11216,OK,subpremise,"[-73.9457826, 40.6767794999999]"
2143,ROOFTOP,"1296 Pacific St, Brooklyn, NY 11216, USA",ChIJISh2NptbwokRx1kTMPIoVk4,1296  PACIFIC STREET 606 Brooklyn NY 11216,40.67732,-73.9481976,2,11216,OK,premise,"[-73.9481976, 40.67732]"
2144,ROOFTOP,"1239 Dean St, Brooklyn, NY 11216, USA",ChIJ5bBnSZtbwokRViuhlK0jl_I,"1239  DEAN STREET 2 R BROOKLYN, NY 11216",40.6769587,-73.9482057,1,11216,OK,street_address,"[-73.9482057, 40.6769587]"
2145,ROOFTOP,"1274 Pacific St, Brooklyn, NY 11216, USA",ChIJa_VaP5tbwokRr0EinldgvF8,"1274  PACIFIC STREET 14 BROOKLYN, NY 11216",40.6773021,-73.9488864,1,11216,OK,premise,"[-73.9488863999999, 40.6773021]"
2146,ROOFTOP,"80 New York Ave, Brooklyn, NY 11216, USA",ChIJ7_vhyIRbwokRnOPCbwSTO2I,80 NEW YORK AVENUE 2 BROOKLYN NY 11216,40.6772762,-73.9472103,2,11216,OK,premise,"[-73.9472103, 40.6772762]"
2147,ROOFTOP,"1350 Pacific St, Brooklyn, NY 11216, USA",ChIJNwuI7oRbwokRww7YZEbs0wA,1350 PACIFIC STREET 3 BROOKLYN NY 11216,40.6772288,-73.9457291,2,11216,OK,premise,"[-73.9457291, 40.6772287999999]"
2148,ROOFTOP,"1302 Pacific St #3B, Brooklyn, NY 11216, USA",EiwzQiwgMTMwMiBQYWNpZmljIFN0LCBCcm9va2x5biwgTlkgMTEyMTYsIFVTQSIeGhwKFgoUChIJo-cuNZtbwokRhtbZKnxHwPQSAjNC,1302 PACIFIC STREET 3B BROOKLYN NY 11216,40.6772999,-73.9477843,1,11216,OK,subpremise,"[-73.9477843, 40.6772999]"
2149,ROOFTOP,"1285 Dean St #4R, Brooklyn, NY 11216, USA",Eik0UiwgMTI4NSBEZWFuIFN0LCBCcm9va2x5biwgTlkgMTEyMTYsIFVTQSIeGhwKFgoUChIJ-Ymuv4RbwokRliSyoE7aL4ASAjRS,1285  DEAN STREET 4R Brooklyn NY 11216,40.6769332,-73.9464292,1,11216,OK,subpremise,"[-73.9464292, 40.6769332]"
2150,ROOFTOP,"1239 Dean St, Brooklyn, NY 11216, USA",ChIJ5bBnSZtbwokRViuhlK0jl_I,"1239  DEAN STREET 2 BROOKLYN, NY 11216",40.6769587,-73.9482057,1,11216,OK,street_address,"[-73.9482057, 40.6769587]"
2151,ROOFTOP,"577 Nostrand Ave #3A, Brooklyn, NY 11216, USA",Ei0zQSwgNTc3IE5vc3RyYW5kIEF2ZSwgQnJvb2tseW4sIE5ZIDExMjE2LCBVU0EiHhocChYKFAoSCWvfUBObW8KJEQDpT3YP8RSbEgIzQQ,577  NOSTRAND AVENUE 3A Brooklyn NY 11216,40.677466,-73.9495638,1,11216,OK,subpremise,"[-73.9495637999999, 40.677466]"
2152,ROOFTOP,"1312 Pacific St, Brooklyn, NY 11216, USA",ChIJY4WcyYRbwokR9sskUiyvmBk,1312 PACIFIC STREET 3 Brooklyn NY 11216,40.677255,-73.947316,2,11216,OK,street_address,"[-73.947316, 40.677255]"
2153,ROOFTOP,"1261 Dean St, Brooklyn, NY 11216, USA",ChIJyRaHtoRbwokR__3AgfAxs-o,1261  DEAN STREET 4 Brooklyn NY 11216,40.6769594,-73.9473377,1,11216,OK,street_address,"[-73.9473376999999, 40.6769594]"
2154,ROOFTOP,"77 New York Ave #2E, Brooklyn, NY 11216, USA",EiwyRSwgNzcgTmV3IFlvcmsgQXZlLCBCcm9va2x5biwgTlkgMTEyMTYsIFVTQSIeGhwKFgoUChIJy9gZx4RbwokRnbL-N1OYsZsSAjJF,77 NEW YORK AVENUE 2E Brooklyn NY 11216,40.6771562,-73.946774,1,11216,OK,subpremise,"[-73.9467739999999, 40.6771562]"
2155,ROOFTOP,"1239 Dean St, Brooklyn, NY 11216, USA",ChIJ5bBnSZtbwokRViuhlK0jl_I,"1239  DEAN STREET  BROOKLYN, NY 11216",40.6769587,-73.9482057,1,11216,OK,street_address,"[-73.9482057, 40.6769587]"
2156,ROOFTOP,"1239 Dean St, Brooklyn, NY 11216, USA",ChIJ5bBnSZtbwokRViuhlK0jl_I,"1239  DEAN STREET  BROOKLYN, NY 11216",40.6769587,-73.9482057,1,11216,OK,street_address,"[-73.9482057, 40.6769587]"
2157,ROOFTOP,"1289 Dean St #1L, Brooklyn, NY 11216, USA",EikxTCwgMTI4OSBEZWFuIFN0LCBCcm9va2x5biwgTlkgMTEyMTYsIFVTQSIeGhwKFgoUChIJ3ULiv4RbwokRQ1qXAmx7azcSAjFM,"1289  DEAN STREET 1 L Brooklyn, NY 11216",40.6769362,-73.9463144,1,11216,OK,subpremise,"[-73.9463143999999, 40.6769362]"
2158,ROOFTOP,"1296 Pacific St, Brooklyn, NY 11216, USA",ChIJISh2NptbwokRx1kTMPIoVk4,1296 PACIFIC ST 408 BROOKLYN 11216,40.67732,-73.9481976,2,11216,OK,premise,"[-73.9481976, 40.67732]"
2159,ROOFTOP,"1285 Dean St #4R, Brooklyn, NY 11216, USA",Eik0UiwgMTI4NSBEZWFuIFN0LCBCcm9va2x5biwgTlkgMTEyMTYsIFVTQSIeGhwKFgoUChIJ-Ymuv4RbwokRliSyoE7aL4ASAjRS,1285  DEAN STREET 4R Brooklyn NY 11216,40.6769332,-73.9464292,1,11216,OK,subpremise,"[-73.9464292, 40.6769332]"
2160,ROOFTOP,"1360 Pacific St, Brooklyn, NY 11216, USA",ChIJb_9-8YRbwokRiWDDcJOqIJ8,1360 PACIFIC STREET Brooklyn NY 11216,40.6772318,-73.9453309,1,11216,OK,street_address,"[-73.9453309, 40.6772318]"
2161,ROOFTOP,"1265 Dean St, Brooklyn, NY 11216, USA",ChIJoRNVtoRbwokRljUerh2dBUo,1265 DEAN ST  BROOKLYN 11216,40.676951,-73.9471949,1,11216,OK,street_address,"[-73.9471949, 40.676951]"
2162,ROOFTOP,"1219 Dean St, Brooklyn, NY 11216, USA",ChIJRQRRQZtbwokRyFerk9cpw8o,1219 DEAN ST  BROOKLYN 11216,40.677057,-73.948873,1,11216,OK,street_address,"[-73.9488729999999, 40.677057]"
2163,ROOFTOP,"1280 Pacific St, Brooklyn, NY 11216, USA",ChIJ1QyIOJtbwokRpIAJLjnZ2lk,1280 PACIFIC STREET 8 BROOKLYN NY 11216,40.6773532,-73.9487027,1,11216,OK,premise,"[-73.9487027, 40.6773532]"
2164,ROOFTOP,"1296 Pacific St, Brooklyn, NY 11216, USA",ChIJISh2NptbwokRx1kTMPIoVk4,1296 PACIFIC STREET 101 BROOKLYN NY 11216,40.67732,-73.9481976,1,11216,OK,premise,"[-73.9481976, 40.67732]"
2165,ROOFTOP,"1249 Dean St, Brooklyn, NY 11216, USA",ChIJQxgwS5tbwokRfDHO_1gdrxY,1249 DEAN STREET BROOKLYN NEW YORK 11216,40.676988,-73.947779,1,11216,OK,street_address,"[-73.947779, 40.676988]"
2166,ROOFTOP,"1360 Pacific St, Brooklyn, NY 11216, USA",ChIJb_9-8YRbwokRiWDDcJOqIJ8,"1360  PACIFIC STREET  BROOKLYN, NY 11216",40.6772318,-73.9453309,1,11216,OK,street_address,"[-73.9453309, 40.6772318]"
2167,ROOFTOP,"1280 Pacific St, Brooklyn, NY 11216, USA",ChIJ1QyIOJtbwokRpIAJLjnZ2lk,1280  PACIFIC STREET 15 BROOKLYN NY 11216,40.6773532,-73.9487027,1,11216,OK,premise,"[-73.9487027, 40.6773532]"
2168,ROOFTOP,"1209 Dean St #1D, Brooklyn, NY 11216, USA",EikxRCwgMTIwOSBEZWFuIFN0LCBCcm9va2x5biwgTlkgMTEyMTYsIFVTQSIeGhwKFgoUChIJe5n4aZtbwokRY_VjujnoOLESAjFE,1209  DEAN STREET 1D BROOKLYN NY 11216,40.6770799,-73.9492379,1,11216,OK,subpremise,"[-73.9492379, 40.6770799]"
2169,ROOFTOP,"1296 Pacific St, Brooklyn, NY 11216, USA",ChIJISh2NptbwokRx1kTMPIoVk4,1296  PACIFIC STREET 212 BROOKLYN NY 11216,40.67732,-73.9481976,1,11216,OK,premise,"[-73.9481976, 40.67732]"
2170,ROOFTOP,"1270 Pacific St, Brooklyn, NY 11216, USA",ChIJe2t1QJtbwokRP97fk_oalmU,1270 PACIFIC STREET 1R1 Brooklyn NY 11216,40.677368,-73.949109,1,11216,OK,"establishment,point_of_interest","[-73.9491089999999, 40.677368]"
2171,ROOFTOP,"1280 Pacific St, Brooklyn, NY 11216, USA",ChIJ1QyIOJtbwokRpIAJLjnZ2lk,1280 PACIFIC STREET 11 Brooklyn NY 11216,40.6773532,-73.9487027,1,11216,OK,premise,"[-73.9487027, 40.6773532]"
2172,ROOFTOP,"1251 Dean St, Brooklyn, NY 11216, USA",ChIJc8zRtIRbwokRxD-iZ8FaFEw,1251  DEAN STREET 2 Brooklyn NY 11216,40.676983,-73.947705,1,11216,OK,street_address,"[-73.947705, 40.676983]"
2173,ROOFTOP,"1251 Dean St, Brooklyn, NY 11216, USA",ChIJc8zRtIRbwokRxD-iZ8FaFEw,1251  DEAN STREET 2 Brooklyn NY 11216,40.676983,-73.947705,1,11216,OK,street_address,"[-73.947705, 40.676983]"
2174,ROOFTOP,"1261 Dean St, Brooklyn, NY 11216, USA",ChIJyRaHtoRbwokR__3AgfAxs-o,1261 DEAN ST 3 BROOKLYN 11216,40.6769594,-73.9473377,2,11216,OK,street_address,"[-73.9473376999999, 40.6769594]"
2175,ROOFTOP,"1352 Pacific St, Brooklyn, NY 11216, USA",ChIJg7rf7YRbwokRd-J4xaPJa6o,1352 PACIFIC STREET Brooklyn NY 11216,40.67718,-73.945634,1,11216,OK,street_address,"[-73.945634, 40.67718]"
2176,ROOFTOP,"1280 Pacific St, Brooklyn, NY 11216, USA",ChIJ1QyIOJtbwokRpIAJLjnZ2lk,1280 A PACIFIC  STREET 10 BROOKLYN NY 11216,40.6773532,-73.9487027,1,11216,OK,premise,"[-73.9487027, 40.6773532]"
2177,ROOFTOP,"1211 Dean St #3F, Brooklyn, NY 11216, USA",EikzRiwgMTIxMSBEZWFuIFN0LCBCcm9va2x5biwgTlkgMTEyMTYsIFVTQSIeGhwKFgoUChIJ9UHjaZtbwokR6N22vtJ3F6gSAjNG,1211 DEAN STREET 3F BROOKLYN NY 11216,40.6770464,-73.9491955,1,11216,OK,subpremise,"[-73.9491955, 40.6770463999999]"
2178,ROOFTOP,"1211 Dean St #4F, Brooklyn, NY 11216, USA",Eik0RiwgMTIxMSBEZWFuIFN0LCBCcm9va2x5biwgTlkgMTEyMTYsIFVTQSIeGhwKFgoUChIJ9UHjaZtbwokR6N22vtJ3F6gSAjRG,1211 DEAN STREET APT 4F NEW YORK NY 11216,40.6770464,-73.9491955,1,11216,OK,subpremise,"[-73.9491955, 40.6770463999999]"
2179,ROOFTOP,"1307 Dean St, Brooklyn, NY 11216, USA",ChIJtRdL7YRbwokRrnmkdT_ssFI,1307 DEAN STREET BROOKLYN NY 11216,40.67688,-73.945611,1,11216,OK,street_address,"[-73.945611, 40.67688]"
2180,ROOFTOP,"1310 Pacific St, Brooklyn, NY 11216, USA",ChIJk3EpyoRbwokRRgiNKxE-NbM,1310 PACIFIC BROOKLYN NY 11216,40.677259,-73.947385,1,11216,OK,street_address,"[-73.947385, 40.677259]"
2181,ROOFTOP,"1296 Pacific St, Brooklyn, NY 11216, USA",ChIJISh2NptbwokRx1kTMPIoVk4,1296  PACIFIC STREET 207 BROOKLYN NY 11216,40.67732,-73.9481976,1,11216,OK,premise,"[-73.9481976, 40.67732]"
2182,ROOFTOP,"1296 Pacific St, Brooklyn, NY 11216, USA",ChIJISh2NptbwokRx1kTMPIoVk4,1296 PACIFIC STREET 101 BROOKLYN NY 11216,40.67732,-73.9481976,1,11216,OK,premise,"[-73.9481976, 40.67732]"
2183,ROOFTOP,"1303 Dean St #4N, Brooklyn, NY 11216, USA",Eik0TiwgMTMwMyBEZWFuIFN0LCBCcm9va2x5biwgTlkgMTEyMTYsIFVTQSIeGhwKFgoUChIJ7xMOk4RbwokRnMl_-EKjGosSAjRO,1303  DEAN STREET 4N Brooklyn NY 11216,40.6767795,-73.9457826,1,11216,OK,subpremise,"[-73.9457826, 40.6767794999999]"
2184,GEOMETRIC_CENTER,"88th St, Brooklyn, NY, USA",ChIJN_cfYopPwokRmZCs9Qh7uGM,88 BROOKLYN NY 11238,40.6217082,-74.0302117,1,,OK,route,"[-74.0302117, 40.6217082]"
2185,ROOFTOP,"1274 Pacific St, Brooklyn, NY 11216, USA",ChIJa_VaP5tbwokRr0EinldgvF8,1274 PACIFIC STREET 3 Brooklyn NY 11216,40.6773021,-73.9488864,2,11216,OK,premise,"[-73.9488863999999, 40.6773021]"
2186,ROOFTOP,"1274 Pacific St, Brooklyn, NY 11216, USA",ChIJa_VaP5tbwokRr0EinldgvF8,1274 PACFIC ST BROOKLYN NY 11216,40.6773021,-73.9488864,1,11216,OK,premise,"[-73.9488863999999, 40.6773021]"
2187,ROOFTOP,"1270 Pacific St, Brooklyn, NY 11216, USA",ChIJdwT0P5tbwokR_unbasBR0Os,1270 PACIFIC STREET BROOKLY N.Y 11216,40.677396,-73.949139,1,11216,OK,premise,"[-73.949139, 40.677396]"
2188,ROOFTOP,"1366 Pacific St #2FLBROOKLYN, Brooklyn, NY 11216, USA",EjUyRkxCUk9PS0xZTiwgMTM2NiBQYWNpZmljIFN0LCBCcm9va2x5biwgTlkgMTEyMTYsIFVTQSInGiUKFgoUChIJNeus9oRbwokRLfNizraAZNESCzJGTEJST09LTFlO,1366 PACIFIC STREET 2FLBROOKLYN 11216,40.677144,-73.94516,1,11216,OK,subpremise,"[-73.94516, 40.677144]"
2189,ROOFTOP,"1344 Pacific St #2W, Brooklyn, NY 11216, USA",EiwyVywgMTM0NCBQYWNpZmljIFN0LCBCcm9va2x5biwgTlkgMTEyMTYsIFVTQSIeGhwKFgoUChIJicqC6YRbwokRyTTPaHpy5fwSAjJX,1344  PACIFIC STREET APT 2W BROOKLYN NY 11216,40.6771922,-73.9459472,1,11216,OK,subpremise,"[-73.9459471999999, 40.6771922]"
2190,ROOFTOP,"1233 Dean St, Brooklyn, NY 11216, USA",ChIJP57BSJtbwokRDy0ikUy8Lzo,1233 DEAN STREET  4 BROOKLYN 11216,40.677025,-73.948363,2,11216,OK,street_address,"[-73.948363, 40.677025]"
2191,ROOFTOP,"1296 Pacific St #414, Brooklyn, NY 11216, USA",Ei00MTQsIDEyOTYgUGFjaWZpYyBTdCwgQnJvb2tseW4sIE5ZIDExMjE2LCBVU0EiHxodChYKFAoSCSEodjabW8KJEcdZEzDyKFZOEgM0MTQ,1296 PACIFIC STREET APT 414 BROOKLYN NY  11216,40.67732,-73.9481976,1,11216,OK,subpremise,"[-73.9481976, 40.67732]"
2192,ROOFTOP,"1384 Pacific St C5, Brooklyn, NY 11216, USA",EixDNSwgMTM4NCBQYWNpZmljIFN0LCBCcm9va2x5biwgTlkgMTEyMTYsIFVTQSIeGhwKFgoUChIJ82BdWIRbwokRK7mL95yCn5ASAkM1,1384 PACIFIC STREET C5 BROOKLYN NY 11216,40.6771553,-73.9447305,1,11216,OK,subpremise,"[-73.9447304999999, 40.6771553]"
2193,ROOFTOP,"1280 Pacific St, Brooklyn, NY 11216, USA",ChIJ1QyIOJtbwokRpIAJLjnZ2lk,1280 PACIFIC STREET BROOKLYN NY 11216,40.6773532,-73.9487027,1,11216,OK,premise,"[-73.9487027, 40.6773532]"
2194,ROOFTOP,"1280 Pacific St, Brooklyn, NY 11216, USA",ChIJ1QyIOJtbwokRpIAJLjnZ2lk,1280 PACIFIC STREET 13 BROOKLYN NY 11216,40.6773532,-73.9487027,1,11216,OK,premise,"[-73.9487027, 40.6773532]"
2195,ROOFTOP,"1249 Dean St #2A, Brooklyn, NY 11216, USA",EikyQSwgMTI0OSBEZWFuIFN0LCBCcm9va2x5biwgTlkgMTEyMTYsIFVTQSIeGhwKFgoUChIJQxgwS5tbwokRfDHO_1gdrxYSAjJB,1249 DEAN ST 2A  BROOKLYN NY 11216,40.676988,-73.947779,1,11216,OK,subpremise,"[-73.947779, 40.676988]"
2196,ROOFTOP,"1270 Pacific St, Brooklyn, NY 11216, USA",ChIJdwT0P5tbwokR_unbasBR0Os,1270 PACIFIC AVENUE BROOKLYN 11216,40.677396,-73.949139,1,11216,OK,premise,"[-73.949139, 40.677396]"
2197,ROOFTOP,"1296 Pacific St, Brooklyn, NY 11216, USA",ChIJISh2NptbwokRx1kTMPIoVk4,1296 PACIFIC STREET 112 BROOKLYN NY 11216,40.67732,-73.9481976,1,11216,OK,premise,"[-73.9481976, 40.67732]"
2198,ROOFTOP,"1604 St Johns Pl #4D, Brooklyn, NY 11233, USA",Ei00RCwgMTYwNCBTdCBKb2hucyBQbCwgQnJvb2tseW4sIE5ZIDExMjMzLCBVU0EiHhocChYKFAoSCWlhISl9XMKJEcL7hOY6f-EgEgI0RA,1604 SAINT JOHNS PL 4D BROOKLYN 11233,40.6700639,-73.9246385,1,11233,OK,subpremise,"[-73.9246385, 40.6700639]"
2199,ROOFTOP,"1604 St Johns Pl, Brooklyn, NY 11233, USA",ChIJaWEhKX1cwokRwvuE5jp_4SA,1604  ST JOHNS PLACE  Brooklyn NY 11233,40.6700639,-73.9246385,1,11233,OK,premise,"[-73.9246385, 40.6700639]"
2200,ROOFTOP,"1611 Lincoln Pl, Brooklyn, NY 11233, USA",ChIJkxSl22JcwokR0qzkNJSQtL8,1611 LINCOLN PLACE 2 Brooklyn NY 11233,40.6694973,-73.9232377,1,11233,OK,premise,"[-73.9232377, 40.6694973]"
